id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip
5024822137979551,OapJHxtQr,3844400647,sym诗宇末,王冰冰超话视频来自滨江融媒体Lsym诗宇末的微博视频,,,,,2,10,41,2024-04-19 10:40,王冰冰超话,,"http://f.video.weibocdn.com/o0/r2vs2WxNlx08ecqgMmNi01041200opXp0E010.mp4?label=mp4_720p&template=1280x626.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1714198502&ssig=ZlCO%2FedPR3&KID=unistore,video",,江苏
5024812843925921,OapuIgtjj,7305208083,热爱生活的Tim,王冰冰超话“兔冰冰🐰”，我来啦！,,,,,5,9,45,2024-04-19 10:03,王冰冰超话,"['https://wx3.sinaimg.cn/large/007YnUkPgy1hovww6jir7j31hc0u0amw.jpg', 'https://wx4.sinaimg.cn/large/007YnUkPgy1hovww6yvdkj31hc0u0gvb.jpg', 'https://wx2.sinaimg.cn/large/007YnUkPgy1hovww7dolvj31hc0u0wn3.jpg', 'https://wx1.sinaimg.cn/large/007YnUkPgy1hovww7v3ejj31hc0u0gwi.jpg', 'https://wx4.sinaimg.cn/large/007YnUkPgy1hovww89jeij31hc0u07cv.jpg', 'https://wx2.sinaimg.cn/large/007YnUkPgy1hovww8qnorj31hc0u0wpr.jpg', 'https://wx2.sinaimg.cn/large/007YnUkPgy1hovww9ap65j31hc0u0ql5.jpg']",,,广东
5024802198260264,OapdxyES4,3844400647,sym诗宇末,王冰冰超话谷雨节气的冰冰图源：央视频,,,,,1,13,18,2024-04-19 09:21,王冰冰超话,['https://wx2.sinaimg.cn/large/e524e607ly1hovvo9365aj20zk0qogsi.jpg'],,,江苏
5024795882423009,Oap3maakN,5678717194,雨落小巷sky,王冰冰超话早安,,,,,0,4,7,2024-04-19 08:55,王冰冰超话,['https://wx1.sinaimg.cn/large/006cjjKOly1hovuy3o2q6j33342bcqv6.jpg'],,,山东
5024779595415699,OaoD5mIRZ,7732777223,一起向阳yu,王冰冰超话我成为王冰冰超话超FUN啦发帖纪念一下~,,,,,0,1,4,2024-04-19 07:51,王冰冰超话,['https://wx3.sinaimg.cn/large/008rjWBhgy1hovt2rbvatj30l00tbtam.jpg'],,,江西
5024779558717823,OaoD1AzU3,7732777223,一起向阳yu,喜大普奔！○(＾皿＾)っHiahiahia…我在王冰冰超话等级达到LV.6，获得冰至如归头衔，快来王冰冰超话夸我优秀！,,,,,0,0,0,2024-04-19 07:51,超话,,,,江西
5022750714891322,O9xQHkwsi,7740164197,无聊迷茫1516,王冰冰超话。,,,,,1,5,0,2024-04-13 17:29,王冰冰超话,,,,内蒙古
5022748319157352,O9xMPCqfe,6998419253,冬囚鲸岛,#优质博文上热搜开放计划#这不就是现实版浪花一朵朵吗2王冰冰徐嘉余运动员记者央视记者cp恋爱L冬囚鲸岛的微博视频,,,,优质博文上热搜开放计划,0,1,2,2024-04-13 17:19,微博视频号,,"http://f.video.weibocdn.com/u0/biDyJ4S1gx08e3ilX6U001041201amIl0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1714198517&ssig=4rj%2Fd6tFp6&KID=unistore,video",,广东
5022746336300053,O9xJDqqVL,6998419253,冬囚鲸岛,#优质博文上热搜开放计划#这不就是现实版浪花一朵朵吗1王冰冰徐嘉余运动员记者央视记者cp恋爱L冬囚鲸岛的微博视频,,,,优质博文上热搜开放计划,0,1,1,2024-04-13 17:11,微博视频号,,"http://f.video.weibocdn.com/u0/CLcQBTskgx08e3hOn6eQ01041200KtUV0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1714198517&ssig=A39r78DJzj&KID=unistore,video",,广东
5022713234325725,O9wSfi9jL,6426690637,指尖上的番石榴,王冰冰超话这一张照片直接给我美晕了。太漂亮了，果然是我的小宝贝。,,,,,0,9,19,2024-04-13 15:00,王冰冰超话,['https://wx2.sinaimg.cn/large/0070VJOBly1hop7qtdghqj30zk1bf4a8.jpg'],,,辽宁
5022705833218626,O9wGjdvjk,7280420594,LCBX51155,王冰冰超话美好的一天，从第一眼看到冰冰开始。冰冰好美，好美，好美呀，好喜欢。,,,,,2,2,19,2024-04-13 14:30,王冰冰超话,"['https://wx1.sinaimg.cn/large/007WHTYCgy1hop6tnkcjej30qo1be4c4.jpg', 'https://wx4.sinaimg.cn/large/007WHTYCgy1hop6tmkyggj31at2b8b29.jpg', 'https://wx3.sinaimg.cn/large/007WHTYCgy1hop6tp5dghj31hc2mse81.jpg', 'https://wx3.sinaimg.cn/large/007WHTYCgy1hop6trlaz9j31sh36l1ky.jpg', 'https://wx2.sinaimg.cn/large/007WHTYCgy1hop6ts84x9j30xs1o0tlx.jpg', 'https://wx1.sinaimg.cn/large/007WHTYCgy1hop6tt090tj31o02yo1jz.jpg']",,,江西
5022665854683382,O9vDPjEmq,6870890379,刘子微_,#起猛了看到撒贝宁王冰冰玩赛车好酷！能不能带我一个！#王冰冰赛车像林黛玉骑鬼火#金享推荐官#微博VC计划#L刘子微_的微博视频,,,,"起猛了看到撒贝宁王冰冰玩赛车  好酷！能不能带我一个！,金享推荐官",0,1,0,2024-04-13 11:51,微博视频号,,"http://f.video.weibocdn.com/u0/NtAKsqlFgx08e2VQA9le01041200jfGl0E010.mp4?label=mp4_720p&template=1080x1920.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1714198517&ssig=QhtRkQ6NHT&KID=unistore,video",,浙江
5022657758368449,O9vqLz70Z,5730092814,cheung70401,王冰冰超话经过仔细观察与验证，我确定应该还有另外三组图@吃花椒的喵酱@汪秋秋zz,,,"吃花椒的喵酱,汪秋秋zz",,0,5,10,2024-04-13 11:19,王冰冰超话,,,,中国台湾
5022649822485727,O9vdYaqEn,2759348142,武汉发布,#文化武汉#【“狮子山下”华中巡演音乐会】4月12日晚，莫华伦、王冰冰携香港歌剧院的男高音陈永、女高音陈妙燕、男中音林俊、女中音徐晓晴与钢琴家张颂欣等艺术家在@武汉琴台音乐厅带来“狮子山下”华中巡演音乐会。莫华伦表示，《狮子山下》是香港精神的象征，“大家团结在一起，什么困难都能克服，来到武汉唱这首歌更有代表性。”此次音乐会上，艺术家们演绎《斗牛士之歌》《女人善变》等歌剧经典，还带来《我爱你中国》《我的中国心》等观众百听不厌的隽永旋律。“当然了，来武汉，必须唱《长江之歌》！”,,,武汉琴台音乐厅,文化武汉,0,0,4,2024-04-13 10:48,,"['https://wx1.sinaimg.cn/large/a4784faegy1hoow1m985kj21900u0jvg.jpg', 'https://wx1.sinaimg.cn/large/a4784faegy1hoow1mvsw7j21900u0dl5.jpg', 'https://wx3.sinaimg.cn/large/a4784faegy1hoow1ngqqlj21900u00xu.jpg', 'https://wx4.sinaimg.cn/large/a4784faegy1hoow1nzbyzj21900u0jvu.jpg', 'https://wx2.sinaimg.cn/large/a4784faegy1hoow1ojhm4j21900u0jty.jpg', 'https://wx3.sinaimg.cn/large/a4784faegy1hoow1p4ignj21900u0afe.jpg']",,,
5022609987076689,O9ubItGY9,2759348142,武汉发布,#文化武汉#【卧虎藏龙！一堂大师课，莫华伦被武大学子惊艳了】4月11日下午，“中国三大男高音”之一的著名歌唱家莫华伦和女高音王冰冰在武汉大学爱平音乐厅带来一场大师课，让莫华伦感到惊艳的不仅是他们的演唱水准，还有他们并非艺术专业的出身。“一般我的大师课都是在艺术专业院校进行，这次来武汉大学，是第一次听到非艺术专业的年轻人唱。他们学的是数学、经济，甚至还有水利水电专业，居然有这么高的艺术修养，包括伴奏的老师是英语专业，水平也这么高。我不是吹，武汉大学的学生太棒了。你们甚至比专业院校的学生唱得还要好！”震惊的同时，莫华伦和王冰冰也把自己的经验和技巧毫无保留地分享给同学们。@武汉琴台音乐厅,,,武汉琴台音乐厅,文化武汉,2,2,6,2024-04-13 08:09,,"['https://wx1.sinaimg.cn/large/a4784faegy1hoovw1xfhoj21900u07bp.jpg', 'https://wx1.sinaimg.cn/large/a4784faegy1hoovw3xh16j21900u0tfa.jpg', 'https://wx1.sinaimg.cn/large/a4784faegy1hoovw55asij21940u0wn2.jpg', 'https://wx1.sinaimg.cn/large/a4784faegy1hoovwcfnjlj20u01ha7b0.jpg']",,,
5022594891776165,O9tNn7s3P,3322354254,美妆好物榜,王冰冰这个发型真的好适合方圆脸姐妹啊😭,,,,,8,0,29,2024-04-13 07:10,,"['https://wx2.sinaimg.cn/large/c6071a4egy1hojhmpjkl5j20j60pkgrp.jpg', 'https://wx1.sinaimg.cn/large/c6071a4egy1hojhmpvm0sj20j60jcdjj.jpg', 'https://wx4.sinaimg.cn/large/c6071a4egy1hojhmq518pj20j60pkn2n.jpg', 'https://wx2.sinaimg.cn/large/c6071a4egy1hojhmpa7ztj20j60pkgrc.jpg', 'https://wx4.sinaimg.cn/large/c6071a4egy1hojhmqed56j20j60pkq89.jpg', 'https://wx2.sinaimg.cn/large/c6071a4egy1hojhmqoygwj20j60pj7a9.jpg', 'https://wx1.sinaimg.cn/large/c6071a4egy1hojhmqzb36j20j60pkq7t.jpg', 'https://wx4.sinaimg.cn/large/c6071a4egy1hojhmrddrsj20j60pkafl.jpg', 'https://wx1.sinaimg.cn/large/c6071a4egy1hojhmronmvj20j60pkahr.jpg']",,,广东
5022403871113793,O9oPh4FKp,6918844104,囤货是技术活,王冰冰最新穿搭，体制内的甜妹穿搭绝了！,,,,,0,0,2,2024-04-12 18:30,,"['https://wx3.sinaimg.cn/large/007yeLpKgy1hoo6zelx3dj316o1kwqku.jpg', 'https://wx4.sinaimg.cn/large/007yeLpKgy1hoo6zf41yqj31e01uo7jx.jpg', 'https://wx1.sinaimg.cn/large/007yeLpKgy1hoo6zfp1h6j31e01uoh0k.jpg', 'https://wx3.sinaimg.cn/large/007yeLpKgy1hoo6zglxb4j31e01uonbr.jpg', 'https://wx4.sinaimg.cn/large/007yeLpKgy1hoo6zh2u6uj31e01uok8x.jpg', 'https://wx1.sinaimg.cn/large/007yeLpKgy1hoo6zhgk28j30ze1b7488.jpg', 'https://wx2.sinaimg.cn/large/007yeLpKgy1hoo6zhudsnj30y819mdoj.jpg', 'https://wx2.sinaimg.cn/large/007yeLpKgy1hoo6ze3fu2j30qz0zzgru.jpg', 'https://wx3.sinaimg.cn/large/007yeLpKgy1hoo6zibl7qj30sx12kahg.jpg']",,,广东
5022395817528592,O9oChvAwU,6090644938,梦中的妆容,motd好物分享王冰冰春晚这套小香风真的好温柔啊~两个颜色的都好喜欢。好喜欢她穿这件衣服的样子～快来pick一下这个甜美又优雅的王冰冰吧时尚穿搭发型教程。,,,,,0,1,8,2024-04-12 17:58,vivo手机,"['https://wx3.sinaimg.cn/large/006EbIYGly8hoo7ay25krj30j60pk40l.jpg', 'https://wx1.sinaimg.cn/large/006EbIYGly8hoo7ay663aj30j60pkmz4.jpg', 'https://wx3.sinaimg.cn/large/006EbIYGly8hoo7ayb07pj30j60pk40f.jpg', 'https://wx3.sinaimg.cn/large/006EbIYGly8hoo7aydy13j30j60pldha.jpg', 'https://wx2.sinaimg.cn/large/006EbIYGly8hoo7ayh401j30j60pk40p.jpg', 'https://wx3.sinaimg.cn/large/006EbIYGly8hoo7ayn9ibj30j60pkdij.jpg', 'https://wx4.sinaimg.cn/large/006EbIYGly8hoo7ayuxi5j30j60pkdi3.jpg', 'https://wx4.sinaimg.cn/large/006EbIYGly8hoo7ayz8ecj30j60pk0v5.jpg']",,,
5022350603715126,O9nrmfAto,7714804094,吃花椒的DX3906,王冰冰超话我知道世界是不完美的，我也知道没有人是完美的，可是，在这个粗糙而灰暗的世界的衬托下，你确会显得那么精致而明亮。这是我能让你显得最好的办法了。,,,,,0,10,18,2024-04-12 14:59,王冰冰超话,"['https://wx2.sinaimg.cn/large/008q6wY6gy1hoo234gbfcj32dc3iwnpf.jpg', 'https://wx1.sinaimg.cn/large/008q6wY6gy1hoo237c1anj32dc3iwx6r.jpg', 'https://wx4.sinaimg.cn/large/008q6wY6gy1hoo23a60m9j32dc3iw4qs.jpg', 'https://wx3.sinaimg.cn/large/008q6wY6gy1hoo23dvrboj32dc3iw4qt.jpg']",,,四川
5022307909895659,O9mkuFwjp,6085757549,爱美的非著名博主,#王冰冰#王冰冰15套私服穿搭合集｜好多百元平价款‼️一直很喜欢冰冰的穿搭！衣服裙子大多都是几百块的，好适合普通学生党女孩借鉴，她自己很会根据各种场合搭配不同的可可爱爱的发夹耳环，本人好美好有感染力，笑起来给人很舒服很青春的感觉！超爱，盘点一波给姐妹们参考，跟着冰冰学穿搭,,,,王冰冰,0,20,2,2024-04-12 12:09,小米手机,"['https://wx1.sinaimg.cn/large/006DRdxPly8honx7hcaouj30j60pjmzu.jpg', 'https://wx1.sinaimg.cn/large/006DRdxPly8honx7hfv6oj30j60pjacy.jpg', 'https://wx2.sinaimg.cn/large/006DRdxPly8honx7hkebyj30j60pjdir.jpg', 'https://wx4.sinaimg.cn/large/006DRdxPly8honx7hpj5hj30j60pj0v4.jpg', 'https://wx2.sinaimg.cn/large/006DRdxPly8honx7hskgqj30j60pjq58.jpg', 'https://wx3.sinaimg.cn/large/006DRdxPly8honx7hxsxrj30j60pjtaf.jpg', 'https://wx2.sinaimg.cn/large/006DRdxPly8honx7i0x4sj30j60pj76f.jpg', 'https://wx2.sinaimg.cn/large/006DRdxPly8honx7i574tj30j60pjq4x.jpg', 'https://wx1.sinaimg.cn/large/006DRdxPly8honx7i8j54j30j60pjgny.jpg']",,,
5022295418733935,O9m0lAE5V,7583528622,中国新闻报,【香港歌唱家武汉大学开课促鄂港青年音乐交流】“莫华伦大师课”4月11日下午在武汉大学爱平音乐厅开课。在近2小时课堂上，香港男高音歌唱家莫华伦、旅意华人女高音歌唱家王冰冰为学子讲授声乐知识和表演技巧。　　“今天上台唱歌、弹钢琴的学生都让我印象深刻，有学数学的、水利工程的、经济管理的，完全不输专业人士。”课堂上，莫华伦频频为学子“点赞”。他表示，此次“大师课”进校园，一方面，希望促进学生全面发展；另一方面，想让香港年轻一代通过音乐了解内地文化和国家发展。详见O香港歌唱家武汉大学开课促鄂港青年音乐交流（中新社）,,,,,1,0,0,2024-04-12 11:20,微博网页版,['https://wx1.sinaimg.cn/large/008hdIdMly1honvrt11dgj30jg0elwft.jpg'],,,
5022236703196372,O9ktEdpwo,7504701186,自信地超越极限cyjx,姐姐，王冰冰姐姐，喜欢你，永远年轻漂亮的王冰冰姐姐，王冰冰姐姐，我好想和你见面,,,,,0,0,0,2024-04-12 07:26,Redmi Note 13 Pro+,['https://wx3.sinaimg.cn/large/008b1aIuly1hon90z5sgyj30qo1be463.jpg'],,,江西
5022217778233777,O9jZ7yxYR,5059614962,娱乐转转乐,#王冰冰问魏大勋春晚怎么不戴金丝眼镜#大家的春晚我说冰冰啊你是真为魏大勋的粉丝谋福利啊！#微博VC计划#L娱乐转转乐的微博视频,,,,"王冰冰问魏大勋春晚怎么不戴金丝眼镜 ,微博VC计划",0,1,0,2024-04-12 06:11,微博视频号,,"http://f.video.weibocdn.com/u0/ICUlwpqtgx08e0XzP3RC010412005oiy0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1714198529&ssig=eHOVqMNlXd&KID=unistore,video",,浙江
5022215643332823,O9jVGdZ1d,6027174524,红孩儿,王冰冰真的太可爱了，越看越可爱,,,,,0,0,3,2024-04-12 06:03,微博 weibo.com,"['https://wx2.sinaimg.cn/large/006m1V51gy1h4q5xa30hnj30pt18e77y.jpg', 'https://wx3.sinaimg.cn/large/006m1V51gy1h4q5xaxma4j30u019ewiw.jpg', 'https://wx2.sinaimg.cn/large/006m1V51gy1h4q5xa1jl4j30hs0vm76l.jpg', 'https://wx1.sinaimg.cn/large/006m1V51gy1h4q5xa1mchj30uc0o3mzn.jpg', 'https://wx3.sinaimg.cn/large/006m1V51gy1h4q5xa4kthj311i0u0mzt.jpg', 'https://wx3.sinaimg.cn/large/006m1V51gy1h4q5xa068zj30hs0f4abf.jpg', 'https://wx2.sinaimg.cn/large/006m1V51gy1h4q5xa0usjj30ht08ijrw.jpg', 'https://wx1.sinaimg.cn/large/006m1V51gy1h4q5xa1umjj30i80feta4.jpg', 'https://wx4.sinaimg.cn/large/006m1V51gy1h4q5x9xwegj30ej0ahdg7.jpg']",,,山东
5007818220900156,O3ho23MaE,5200396384,张立1222,王冰冰,,,,,0,0,0,2024-03-03 12:32,Redmi Note 8 Pro四摄,"['https://wx3.sinaimg.cn/large/005FWkF2ly1hndp34knokj30u01hbdn0.jpg', 'https://wx2.sinaimg.cn/large/005FWkF2ly1hndp36933rj30u01hbq8g.jpg']",,,江苏
5007817721775198,O3hne7rOe,3844400647,sym诗宇末,王冰冰超话一般来说，动态更新了，那么距离节目更新就不远了；还有，咱们老说冰冰姐不发自拍，你看今天不就发了两张，所以记得给她一个好评多多鼓励呀，这样以后才有动力更新更多～,,,,,1,12,33,2024-03-03 12:30,王冰冰超话,['https://wx2.sinaimg.cn/large/e524e607ly1hndoyya93sj20wo1uoqgi.jpg'],,,江苏
5007817215838287,O3hmpouNV,5268097398,努力追逐梦想的我,王冰冰超话冰冰，曾经你单防的詹姆斯四万分了,,,,,0,3,15,2024-03-03 12:28,王冰冰超话,"['https://wx2.sinaimg.cn/large/005KwoMSly1hndoyokccsj30u01ue42q.jpg', 'https://wx3.sinaimg.cn/large/005KwoMSly1hndoyqz3e3j31ue0u0gr4.jpg']",,,吉林
5007816962869319,O3hm0c2rl,5090548805,剧荒甜小毒,#王冰冰初春妆#王冰冰告别冬天，真的太漂亮了吧！！期待美好的春天！！#王冰冰告别冬天#,,,,"王冰冰初春妆,王冰冰告别冬天",0,0,0,2024-03-03 12:27,娱乐超话,"['https://wx2.sinaimg.cn/large/005yvqhTly1hndoxtottfj30j60pkwhy.jpg', 'https://wx2.sinaimg.cn/large/005yvqhTly1hndoxuohwcj30j60y2q6n.jpg', 'https://wx2.sinaimg.cn/large/005yvqhTly1hndoxvfhjyj30j60y2436.jpg']",,,辽宁
5007816890516000,O3hlT2aeA,5094350227,饭团大官人,#王冰冰初春妆#王冰冰告别冬天，真的很漂亮啊！！好有元气！！爱了爱了！#王冰冰告别冬天#,,,,"王冰冰初春妆,王冰冰告别冬天",0,0,0,2024-03-03 12:27,娱乐超话,"['https://wx3.sinaimg.cn/large/005yLnd9ly1hndoxj0gbij30j60y2436.jpg', 'https://wx2.sinaimg.cn/large/005yLnd9ly1hndoxjs8t8j30j60y2q6n.jpg', 'https://wx1.sinaimg.cn/large/005yLnd9ly1hndoxkn4dvj30j60pkwhy.jpg']",,,辽宁
5007816887374171,O3hlSuWmf,7819978978,我先反思行了吧,王冰冰超话她在对我笑诶～,,,,,0,0,16,2024-03-03 12:27,王冰冰超话,"['https://wx1.sinaimg.cn/large/008xdPLcly1hndoxnajnsj32c0340hdv.jpg', 'https://wx3.sinaimg.cn/large/008xdPLcly1hndoxomw06j31s135sqv6.jpg']",,,安徽
5007816861944207,O3hlQ89Mb,5105416094,正前娱乐,#王冰冰晒自拍#啊啊啊真好看啊~好喜欢啊~#王冰冰紫色连帽衫#,,,,"王冰冰晒自拍,王冰冰紫色连帽衫",0,0,0,2024-03-03 12:27,明星势力榜超话,"['https://wx3.sinaimg.cn/large/005zvNWSly1hndoxmk8pyj30j60pkq6e.jpg', 'https://wx2.sinaimg.cn/large/005zvNWSly1hndoxn4dy1j30j60pkdji.jpg']",,,辽宁
5007816849624945,O3hlOEnT3,3927250304,饭圈欧尼酱,#王冰冰晒自拍#好漂亮好漂亮~好心动啊~#王冰冰紫色连帽衫#,,,,"王冰冰晒自拍,王冰冰紫色连帽衫",0,0,0,2024-03-03 12:27,明星势力榜超话,"['https://wx2.sinaimg.cn/large/ea151580ly1hndoxkk49lj20j60pkadq.jpg', 'https://wx4.sinaimg.cn/large/ea151580ly1hndoxl8kkmj20j60pkn0m.jpg']",,,辽宁
5007816836777173,O3hlNsr3f,5091762155,剧迷日常,#王冰冰晒自拍#真好看啊~被美貌击中心巴了啊~#王冰冰紫色连帽衫#,,,,"王冰冰晒自拍,王冰冰紫色连帽衫",0,0,0,2024-03-03 12:27,明星势力榜超话,"['https://wx3.sinaimg.cn/large/005yAvW3ly1hndoxhjaxyj30j60pkn0m.jpg', 'https://wx2.sinaimg.cn/large/005yAvW3ly1hndoxi5ajdj30j60pkadq.jpg']",,,辽宁
5007816818951517,O3hlLByHj,5092918149,一介娱夫,#王冰冰初春妆#王冰冰告别冬天，要不要这么美啊！！真的很难不爱！！#王冰冰告别冬天#,,,,"王冰冰初春妆,王冰冰告别冬天",0,0,0,2024-03-03 12:27,娱乐超话,"['https://wx1.sinaimg.cn/large/005yFmF7ly1hndox9e50zj30j60pktc6.jpg', 'https://wx3.sinaimg.cn/large/005yFmF7ly1hndoxah21oj30j60y2n0v.jpg', 'https://wx2.sinaimg.cn/large/005yFmF7ly1hndoxb8qzij30j60y20xe.jpg']",,,辽宁
5021395084120169,O8YAchhQl,2590838064,小鱼的悄悄语,王冰冰超话晚安了，大家,,,,,0,5,9,2024-04-09 23:42,王冰冰超话,[],,,天津
5021388057084008,O8YoRtISc,5553636865,琪琪2021520,王冰冰超话晚安大家，晚安冰冰,,,,,0,11,24,2024-04-09 23:14,王冰冰超话,['https://wx4.sinaimg.cn/large/0063QuE9ly1hokzk6oub2j30u01hbk0q.jpg'],,,山西
5021387821157041,O8You4QZX,7332481583,是个odd,王冰冰超话给这张图套上这个滤镜倒还挺好看的,,,,,1,4,12,2024-04-09 23:13,王冰冰超话,['https://wx1.sinaimg.cn/large/0080elpZgy1hokziocnuwj30u012wwma.jpg'],,,广东
5021387176283088,O8Ynrqmw8,6296575654,哎哟哥哥在三年二班,王冰冰超话最近冰冰挺勤快,,,,,4,36,99,2024-04-09 23:10,王冰冰超话,"['https://wx4.sinaimg.cn/large/006S7MXQgy1hokzgflzvaj31901o0qv5.jpg', 'https://wx1.sinaimg.cn/large/006S7MXQgy1hokzgi2yobj31901o0kjl.jpg', 'https://wx4.sinaimg.cn/large/006S7MXQgy1hokzgjfqg0j30xq1o0hdt.jpg', 'https://wx4.sinaimg.cn/large/006S7MXQgy1hokzgl0229j30xq1o04qp.jpg']",,,浙江
5021385263155964,O8Ykmdf0E,5420376009,羽星幻,王冰冰超话冰冰微博配图去水印因为没点原图，做了些处理,,,,,2,25,41,2024-04-09 23:03,王冰冰超话,"['https://wx2.sinaimg.cn/large/005UPlpvgy1hokzag0gzpj32yo59ke88.jpg', 'https://wx2.sinaimg.cn/large/005UPlpvgy1hokz8dcd2lj32yo3y8x6s.jpg', 'https://wx1.sinaimg.cn/large/005UPlpvgy1hokz8h424xj32yo3y87wl.jpg', 'https://wx3.sinaimg.cn/large/005UPlpvgy1hokz8m3y3lj32yo59kkjq.jpg', 'https://wx1.sinaimg.cn/large/005UPlpvgy1hokza9r5eaj32yo3y87wi.jpg']",,,中国
5021384097664173,O8Yitw9NH,2719690694,吃花蜜的喵酱,王冰冰超话大半夜偷袭冰冰最新微博配图去水印这组图拍得不错，可惜没有点选原图晚安,,,,,18,86,429,2024-04-09 22:58,王冰冰超话,"['https://wx3.sinaimg.cn/large/a21b2fc6ly1hokz3xj65aj20u013zqdx.jpg', 'https://wx1.sinaimg.cn/large/a21b2fc6ly1hokz3x6lgvj20u0140tk0.jpg', 'https://wx4.sinaimg.cn/large/a21b2fc6ly1hokz3xgbzaj20u01hbarh.jpg', 'https://wx4.sinaimg.cn/large/a21b2fc6ly1hokz3x268aj20u0140woi.jpg', 'https://wx2.sinaimg.cn/large/a21b2fc6ly1hokz3yf1ovj20u01hbtlv.jpg']",,,江苏
5021379913058596,O8YbJcPGc,6973220705,tian_张张,王冰冰超话晚安我的全世界🥺,,,,,0,4,11,2024-04-09 22:42,王冰冰超话,"['https://wx2.sinaimg.cn/large/007BUVfHly1hokymddi99j30j60pjgof.jpg', 'https://wx3.sinaimg.cn/large/007BUVfHly1hokymdmenjj30j60pkdiw.jpg', 'https://wx2.sinaimg.cn/large/007BUVfHly1hokymdxc3xj30j60y2q7h.jpg', 'https://wx3.sinaimg.cn/large/007BUVfHly1hokyme9wtij30j60pkgo6.jpg', 'https://wx3.sinaimg.cn/large/007BUVfHly1hokymehc1mj30j60y2tc5.jpg']",,,山东
5021378917174692,O8Ya7u6sQ,7808899184,吃花椒的冰糖酱,王冰冰超话你怎么知道我宝宝今天发动态,,,,,0,8,17,2024-04-09 22:38,王冰冰超话,"['https://wx2.sinaimg.cn/large/008wtloQly1hokyi96xk7j30q91cvgty.jpg', 'https://wx3.sinaimg.cn/large/008wtloQly1hokyi9ia5fj30u011tgsy.jpg', 'https://wx1.sinaimg.cn/large/008wtloQly1hokyi9y4f3j30u01ettlq.jpg', 'https://wx2.sinaimg.cn/large/008wtloQly1hokyia7rssj30s911cdq7.jpg', 'https://wx4.sinaimg.cn/large/008wtloQly1hokyiainuoj30sh11u7e5.jpg']",,,山东
5021376554991947,O8Y6jkWDh,7756518066,冰糖葫芦妹咬下来,王冰冰超话如果你突然打了个喷嚏那一定就是大家在催更如果半夜被手机吵醒啊那是因为你放鸽子常常想你说不当大鸽子却还是当了小鸽子明明很想相信却又忍不住怀疑……,,,,,0,23,24,2024-04-09 22:28,王冰冰超话,"['https://wx4.sinaimg.cn/large/008sVyG6gy1hoky83biehj31400p078r.jpg', 'https://wx2.sinaimg.cn/large/008sVyG6gy1hoky82xfoyj30pm0pegot.jpg', 'https://wx2.sinaimg.cn/large/008sVyG6gy1hoky82kn0yj30qo0zkgmz.jpg']",,,广东
5021369890245500,O8XVz11RG,7305208083,热爱生活的Tim,王冰冰超话#2024年第100天#心怀热爱，一路向前！晚安大家！,,,,2024年第100天,0,6,9,2024-04-09 22:02,王冰冰超话,['https://wx2.sinaimg.cn/large/007YnUkPgy1hokxh1am66j30u0140drv.jpg'],,,广东
5024467281513460,Oagvm6lIE,2590838064,小鱼的悄悄语,王冰冰超话生快,,,,,0,2,5,2024-04-18 11:10,王冰冰超话,,,,天津
5024327512097210,OacRV8NzY,7714804094,吃花椒的DX3906,王冰冰超话面部反复涂涂改改的，纸都擦烂了，愣是画不好，不过你们看这个氛围做得还是挺好的，应该能想象是个美女吧。,,,,,0,8,17,2024-04-18 01:54,王冰冰超话,['https://wx3.sinaimg.cn/large/008q6wY6gy1houd3id7m0j32dc35snpg.jpg'],,,四川
5024310555836756,Oacqzoupe,6976182920,_小張乏了,O今天是我的生日04月18日，来祝福我吧~#王冰冰#王冰冰超话,,,,王冰冰,0,4,4,2024-04-18 00:47,生日动态,[],,,
5024306448830219,OacjWB38T,7678958748,總是默默想無語,王冰冰超话我在王冰冰超话连续签到100天，获得了“签程似锦”头衔。心中有光，奔赴热爱,,,,,0,4,6,2024-04-18 00:31,王冰冰超话,['https://wx2.sinaimg.cn/large/008nG7Xmgy1houaqil8j6j30qi10pjup.jpg'],,,福建
5024305427775895,OaciiwCRF,2611377937,AMWNFIFSO,王冰冰超话观众朋友们快看！！1314,,,,,0,7,14,2024-04-18 00:27,王冰冰超话,['https://wx3.sinaimg.cn/large/9ba67711gy1houamc20o6j20uo1u0795.jpg'],,,广东
